S No.,Model,Year,Price,Transmission,Kms_driven,FuelType,Tax,MPG,EngineSize
3897, A1,2017,15490,Semi-Auto,14427,Petrol,150,56.5,1.4
3898, A4,2017,20990,Semi-Auto,24911,Petrol,150,42.8,2
3899, TT,2014,12990,Semi-Auto,45492,Diesel,165,51.4,2
3900, TT,2017,18290,Semi-Auto,56790,Diesel,150,52.3,2
3901, A6,2017,30990,Semi-Auto,37225,Diesel,240,44.1,3
3902, Q5,2016,23690,Semi-Auto,46816,Diesel,205,45.6,3
3903, A1,2020,19290,Manual,2216,Petrol,145,47.9,1
3904, Q3,2015,17790,Semi-Auto,25493,Diesel,160,50.4,2
3905, A4,2019,28990,Automatic,4359,Diesel,145,51.4,2
3906, A4,2020,45990,Semi-Auto,7800,Diesel,145,39.2,3
3907, A1,2016,9490,Manual,41445,Petrol,0,67.3,1
3908, Q3,2017,24290,Semi-Auto,15836,Petrol,145,40.4,2
3909, Q2,2017,19990,Automatic,16991,Diesel,145,57.7,2
3910, A3,2019,19790,Manual,7080,Petrol,145,42.2,1.5
3911, A3,2018,26990,Semi-Auto,28677,Petrol,150,43.5,2
3912, A3,2016,11990,Manual,53792,Petrol,20,61.4,1.4
3913, A5,2017,20990,Manual,40993,Diesel,150,65.7,2
3914, Q3,2016,18290,Manual,19280,Diesel,150,52.3,2
3915, A4,2016,15990,Semi-Auto,55827,Diesel,30,67.3,2
3916, A4,2017,18390,Semi-Auto,54421,Diesel,30,61.4,2
3917, A3,2017,13990,Manual,33139,Petrol,20,61.4,1.4
3918, A6,2016,15490,Semi-Auto,58870,Diesel,20,67.3,2
3919, A5,2016,17990,Semi-Auto,23048,Diesel,150,53.3,2
3920, A4,2018,20990,Semi-Auto,18373,Petrol,150,49.6,1.4
3921, A4,2018,27990,Semi-Auto,6800,Petrol,145,36.7,3
3922, A1,2016,18990,Manual,15000,Petrol,235,39.8,2
3923, A3,2017,17990,Manual,16000,Diesel,145,65.7,2
3924, A4,2016,13725,Manual,48891,Diesel,0,74.3,2
3925, Q7,2018,54490,Automatic,20000,Diesel,145,39.2,4
3926, A3,2017,17990,Automatic,42300,Petrol,30,56.5,1.4
3927, Q5,2019,43490,Automatic,6929,Petrol,145,34,3
3928, A1,2016,11990,Manual,33096,Petrol,0,67.3,1
3929, Q7,2018,43490,Automatic,3750,Diesel,145,33.2,3
3930, A1,2019,19990,Semi-Auto,11200,Petrol,145,47.1,1
3931, A1,2017,16490,Semi-Auto,28402,Diesel,20,70.6,1.6
3932, A4,2019,28490,Semi-Auto,120,Diesel,145,47.9,2
3933, A4,2016,17990,Semi-Auto,36100,Petrol,125,52.3,2
3934, A4,2016,16990,Manual,28500,Diesel,30,64.2,2
3935, A4,2016,16999,Semi-Auto,30697,Diesel,30,67.3,2
3936, A4,2016,13999,Manual,56141,Diesel,20,68.9,2
3937, A5,2017,22990,Semi-Auto,41000,Diesel,145,62.8,2
3938, Q3,2019,32990,Automatic,3300,Petrol,145,31.7,2
3939, Q3,2019,32990,Semi-Auto,7118,Diesel,145,38.7,2
3940, R8,2019,112990,Automatic,8175,Petrol,145,21.6,5.2
3941, Q5,2019,39990,Semi-Auto,6000,Petrol,145,32.1,2
3942, A4,2015,14990,Manual,29000,Diesel,20,68.9,2
3943, A4,2019,26499,Semi-Auto,9937,Petrol,145,38.2,2
3944, A3,2019,22000,Semi-Auto,2716,Petrol,145,42.2,1.5
3945, A4,2017,29000,Semi-Auto,17302,Petrol,145,37.7,3
3946, A1,2013,8354,Manual,57465,Diesel,0,74.3,1.6
3947, A3,2019,22195,Automatic,6395,Petrol,145,41.5,1.5
3948, A5,2015,17495,Semi-Auto,26143,Diesel,125,60.1,2
3949, A6,2016,24995,Semi-Auto,35692,Diesel,160,52.3,3
3950, A5,2013,10500,Manual,68187,Diesel,125,57.6,2
3951, Q7,2014,19750,Semi-Auto,54853,Diesel,305,38.2,3
3952, Q7,2015,24500,Semi-Auto,56000,Diesel,200,47.9,3
3953, Q7,2016,26750,Semi-Auto,61089,Diesel,200,47.9,3
3954, Q3,2017,23499,Manual,13343,Diesel,145,54.3,2
3955, Q5,2019,35499,Semi-Auto,8143,Diesel,150,38.2,2
3956, A3,2019,23000,Semi-Auto,13586,Petrol,150,42.2,1.5
3957, TT,2019,28000,Semi-Auto,5799,Petrol,150,34.9,2
3958, TT,2019,38000,Semi-Auto,7566,Petrol,150,35.3,2
3959, Q3,2018,25000,Semi-Auto,13746,Petrol,145,48.7,1.4
3960, A4,2016,15000,Manual,25127,Petrol,125,50.4,2
3961, RS6,2016,47490,Automatic,51600,Petrol,325,29.4,4
3962, A6,2019,36490,Semi-Auto,6508,Diesel,145,39.2,3
3963, Q3,2019,33490,Semi-Auto,7199,Petrol,145,32.1,2
3964, Q3,2019,32467,Automatic,6000,Petrol,145,31.4,2
3965, A5,2019,31990,Automatic,5000,Petrol,145,39.8,2
3966, A8,2019,47990,Automatic,5000,Diesel,145,40.4,3
3967, A1,2019,24490,Semi-Auto,550,Petrol,145,44.1,1
3968, Q8,2019,51990,Automatic,2040,Diesel,145,33.6,3
3969, Q5,2019,36990,Semi-Auto,5092,Petrol,145,32.1,2
3970, A3,2019,21990,Automatic,1304,Petrol,145,42.2,1.5
3971, A5,2019,26990,Semi-Auto,1476,Petrol,145,40.4,2
3972, A3,2019,32990,Semi-Auto,3832,Petrol,145,34.5,2
3973, Q3,2016,22490,Automatic,22000,Petrol,200,40.4,2
3974, Q3,2016,16990,Manual,34000,Diesel,30,60.1,2
3975, A1,2019,23166,Semi-Auto,6666,Petrol,145,40.9,2
3976, A4,2016,11790,Semi-Auto,68441,Diesel,0,72.4,2
3977, A5,2019,32990,Semi-Auto,6000,Diesel,145,50.4,2
3978, A1,2019,18643,Manual,6000,Petrol,145,48.7,1
3979, Q3,2019,27990,Manual,6000,Petrol,145,40.9,1.5
3980, A1,2019,23290,Semi-Auto,6000,Petrol,145,44.8,1.5
3981, Q3,2019,33990,Semi-Auto,4054,Diesel,145,47.1,2
3982, A5,2017,22990,Automatic,28500,Diesel,145,65.7,2
3983, A3,2015,12990,Semi-Auto,27100,Petrol,20,60.1,1.4
3984, Q7,2018,45250,Automatic,24340,Diesel,145,47.1,3
3985, Q3,2017,23290,Semi-Auto,9811,Petrol,145,47.9,1.4
3986, A1,2017,12995,Manual,24546,Petrol,30,56.5,1.4
3987, A1,2016,11210,Manual,29050,Diesel,0,76.3,1.6
3988, TT,2017,17520,Manual,34640,Petrol,145,46.3,1.8
3989, A3,2014,7690,Manual,77430,Diesel,0,74.3,1.6
3990, Q3,2016,16297,Manual,35940,Diesel,145,56.5,2
3991, Q3,2017,16840,Manual,32590,Petrol,125,51.4,1.4
3992, Q3,2016,17470,Manual,29760,Diesel,150,52.3,2
3993, A4,2014,11499,Manual,42892,Diesel,30,65.7,2
3994, Q3,2016,16999,Manual,21682,Petrol,125,50.4,1.4
3995, Q3,2017,21499,Semi-Auto,25155,Petrol,145,47.9,1.4
3996, Q8,2019,51990,Automatic,10000,Diesel,145,33.6,3
3997, Q7,2019,44990,Automatic,10000,Diesel,145,33.2,3
3998, RS5,2019,66990,Automatic,6000,Petrol,145,29.7,2.9
3999, A3,2019,23990,Automatic,5982,Diesel,145,52.3,1.6
4000, Q3,2015,17490,Semi-Auto,44500,Petrol,145,47.9,1.4
4001, A1,2019,19990,Manual,2348,Petrol,145,50.4,1
4002, A3,2019,23990,Semi-Auto,9476,Petrol,145,41.5,1.5
4003, A3,2017,15990,Manual,32600,Diesel,20,68.9,1.6
4004, A3,2018,21490,Semi-Auto,10500,Petrol,145,56.5,1.5
4005, A3,2019,22450,Semi-Auto,5454,Petrol,145,42.2,1.5
4006, A3,2019,22490,Semi-Auto,12066,Petrol,145,42.2,1.5
4007, Q3,2020,33499,Semi-Auto,4000,Petrol,145,40.4,1.5
4008, Q2,2020,30000,Semi-Auto,4000,Petrol,145,42.2,1.5
4009, A3,2020,20499,Manual,3000,Diesel,145,56.5,2
4010, A4,2019,23000,Semi-Auto,10134,Diesel,145,48.7,2
4011, Q2,2019,24499,Manual,5606,Petrol,145,39.2,1.5
4012, Q5,2020,60000,Semi-Auto,3000,Diesel,145,32.5,3
4013, Q5,2016,17499,Manual,36781,Diesel,160,50.4,2
4014, TT,2015,18990,Semi-Auto,30760,Petrol,160,43.5,2
4015, Q2,2018,20750,Semi-Auto,30200,Petrol,145,52.3,1.4
4016, Q2,2020,27990,Semi-Auto,5000,Petrol,145,42.2,1.5
4017, Q2,2019,28990,Automatic,2901,Petrol,145,33.2,2
4018, A6,2016,19390,Manual,35750,Diesel,125,58.9,2
4019, A1,2017,17995,Manual,18500,Petrol,145,70.6,1.4
4020, A5,2018,29990,Semi-Auto,34150,Petrol,145,36.7,3
4021, A4,2018,24490,Semi-Auto,16150,Diesel,145,61.4,2
4022, Q2,2019,22990,Semi-Auto,18413,Petrol,145,40.9,1.5
4023, A6,2018,25250,Semi-Auto,25800,Diesel,145,58.9,2
4024, TT,2020,43990,Semi-Auto,5000,Petrol,145,35.3,2
4025, Q5,2020,40990,Semi-Auto,5000,Petrol,145,32.1,2
4026, A5,2020,38990,Semi-Auto,5000,Diesel,145,44.8,2
4027, Q5,2017,36990,Semi-Auto,20354,Petrol,145,34,3
4028, Q5,2017,26490,Semi-Auto,27500,Diesel,145,55.4,2
4029, Q2,2017,18490,Semi-Auto,47200,Petrol,145,54.3,1.4
4030, Q2,2017,22990,Semi-Auto,33000,Petrol,145,51.4,1.4
4031, Q5,2019,41490,Semi-Auto,21400,Petrol,145,34,3
4032, A5,2019,33990,Automatic,5000,Diesel,145,47.1,2
4033, Q7,2019,45990,Automatic,4150,Diesel,145,33.2,3
4034, A5,2019,29990,Automatic,5000,Diesel,145,50.4,2
4035, A7,2019,33990,Semi-Auto,4100,Diesel,145,47.1,2
4036, Q2,2020,25490,Manual,5000,Petrol,145,43.5,1.5
4037, A1,2020,22690,Semi-Auto,5000,Petrol,145,44.8,1.5
4038, A1,2020,22690,Semi-Auto,5000,Petrol,145,44.8,1.5
4039, Q5,2020,62990,Semi-Auto,5000,Diesel,145,32.5,3
4040, Q2,2020,27990,Semi-Auto,5000,Petrol,145,42.2,1.5
4041, A5,2015,20990,Automatic,34500,Diesel,200,44.8,3
4042, A1,2016,11499,Manual,44850,Petrol,30,55.4,1.4
4043, A1,2016,13990,Manual,16680,Petrol,30,55.4,1.4
4044, A1,2019,20990,Semi-Auto,5004,Petrol,150,47.1,1
4045, A5,2019,32990,Automatic,6000,Diesel,145,47.1,2
4046, Q5,2019,31490,Automatic,6000,Diesel,145,39.2,2
4047, A5,2019,32490,Automatic,8000,Petrol,145,37.7,2
4048, Q7,2019,49990,Automatic,6000,Diesel,145,32.8,3
4049, Q7,2019,66990,Automatic,6000,Diesel,145,33.2,3
4050, A3,2019,20990,Manual,6000,Petrol,145,44.8,1.5
4051, A4,2019,27990,Automatic,6000,Petrol,145,40.9,2
4052, A1,2017,11495,Manual,35290,Petrol,150,57.6,1.4
4053, A1,2016,10790,Manual,41914,Petrol,0,67.3,1
4054, A4,2014,9495,Manual,80909,Diesel,125,58.9,2
4055, Q7,2020,84999,Semi-Auto,2348,Diesel,150,29.4,4
4056, A4,2014,14490,Semi-Auto,50041,Diesel,205,45.6,3
4057, Q3,2017,18990,Manual,33666,Petrol,145,49.6,1.4
4058, Q3,2016,18990,Semi-Auto,33000,Diesel,160,50.4,2
4059, A3,2015,14499,Manual,22364,Petrol,30,58.9,1.4
4060, A1,2017,13990,Manual,12200,Petrol,150,55.4,1.4
4061, TT,2019,54990,Semi-Auto,3437,Petrol,150,30.1,2.5
4062, A1,2017,12999,Manual,23156,Petrol,30,55.4,1.4
4063, A1,2019,23165,Semi-Auto,3733,Petrol,145,40.9,2
4064, A3,2020,29990,Semi-Auto,6000,Petrol,145,41.5,1.5
4065, Q2,2017,21490,Semi-Auto,16150,Petrol,145,52.3,1.4
4066, A3,2017,19990,Semi-Auto,33900,Diesel,125,57.6,2
4067, A8,2019,41990,Automatic,5000,Diesel,145,50.4,3
4068, Q7,2019,44990,Automatic,8000,Diesel,145,33.2,3
4069, RS4,2019,57990,Semi-Auto,5151,Petrol,145,29.1,2.9
4070, A4,2019,27000,Manual,5000,Petrol,145,38.7,2
4071, A3,2019,25000,Automatic,8346,Petrol,145,44.1,1.5
4072, A5,2019,28000,Automatic,7500,Petrol,145,40.4,2
4073, A1,2014,6795,Manual,72677,Diesel,0,74.3,1.6
4074, A4,2016,12700,Manual,68958,Diesel,20,70.6,2
4075, A4,2019,24000,Automatic,7446,Petrol,145,38.7,2
4076, A3,2016,16700,Manual,26700,Diesel,20,70.6,1.6
4077, A7,2016,20250,Semi-Auto,29000,Diesel,30,62.8,3
4078, Q5,2020,60000,Semi-Auto,3000,Diesel,145,32.5,3
4079, A4,2020,32850,Semi-Auto,3500,Petrol,145,38.2,2
4080, A5,2017,19500,Automatic,14250,Diesel,145,70.6,2
4081, A3,2017,11995,Manual,48126,Diesel,20,70.6,1.6
4082, A1,2017,11795,Manual,17384,Petrol,150,57.6,1.4
4083, A5,2015,16495,Semi-Auto,22889,Diesel,125,58.9,2
4084, Q2,2019,22000,Manual,4647,Diesel,145,47.9,1.6
4085, A1,2013,7700,Manual,72120,Petrol,125,52.3,1.4
4086, A4,2017,20900,Manual,15724,Diesel,150,67.3,2
4087, A1,2018,15000,Manual,10080,Petrol,145,55.4,1.4
4088, Q5,2016,20000,Semi-Auto,31065,Diesel,200,47.1,2
4089, TT,2018,22300,Semi-Auto,23520,Petrol,145,43.5,2
4090, Q3,2019,26990,Manual,6000,Diesel,145,42.8,2
4091, Q3,2019,38990,Automatic,6000,Petrol,145,32.1,2
4092, Q2,2019,25342,Manual,6000,Petrol,145,39.2,1.5
4093, A3,2017,18500,Manual,15197,Petrol,145,54.3,1.5
4094, Q3,2019,29990,Manual,6000,Diesel,145,40.9,2
4095, A3,2019,33490,Automatic,6000,Petrol,145,33.2,2
4096, Q5,2019,45490,Automatic,10000,Hybrid,135,117.7,2
4097, Q2,2019,23000,Manual,6500,Diesel,145,49.6,1.6
4098, Q2,2019,20500,Manual,5589,Diesel,145,49.6,1.6
4099, A1,2019,22000,Semi-Auto,4500,Petrol,145,40.9,2
4100, Q2,2019,25778,Automatic,6000,Petrol,145,42.2,1.5
4101, RS4,2019,59990,Automatic,5121,Petrol,145,29.1,2.9
4102, Q7,2019,53490,Automatic,6000,Diesel,145,33.2,3
4103, A5,2019,32990,Automatic,6000,Petrol,145,37.7,2
4104, A5,2019,31990,Automatic,5000,Diesel,145,51.4,2
4105, Q3,2019,34990,Semi-Auto,6000,Petrol,145,31.4,2
4106, A6,2017,16500,Automatic,44250,Diesel,145,67.3,2
4107, Q2,2019,26000,Automatic,5000,Diesel,145,46.3,1.6
4108, A5,2019,34000,Automatic,10000,Diesel,145,50.4,2
4109, A6,2019,46750,Automatic,6200,Diesel,145,35.8,3
4110, Q2,2019,25000,Manual,7500,Diesel,145,46.3,1.6
4111, A4,2020,43750,Automatic,2000,Diesel,145,40.9,3
4112, Q7,2019,55000,Automatic,7750,Diesel,145,33.2,3
4113, Q2,2019,22500,Automatic,4500,Diesel,145,47.9,1.6
4114, Q5,2019,34990,Automatic,6000,Diesel,145,38.2,2
4115, Q3,2019,24990,Manual,6000,Petrol,145,40.9,1.5
4116, Q3,2019,29990,Manual,6000,Diesel,145,40.9,2
4117, A5,2019,27490,Automatic,6000,Petrol,145,39.8,2
4118, A1,2019,23165,Semi-Auto,6238,Petrol,145,40.9,2
4119, Q2,2017,15290,Manual,50050,Petrol,125,52.3,1.4
4120, Q2,2018,18990,Semi-Auto,35100,Petrol,145,54.3,1.4
4121, A6,2019,30000,Automatic,4500,Diesel,145,47.9,2
4122, A6,2019,31000,Automatic,5000,Diesel,145,47.9,2
4123, A4,2019,24500,Manual,5000,Petrol,145,40.4,2
4124, A6,2019,31000,Automatic,4500,Diesel,145,47.9,2
4125, A4,2019,24500,Manual,5000,Petrol,145,40.4,2
4126, RS6,2014,37000,Automatic,59894,Petrol,555,28.8,4
4127, Q3,2020,34750,Semi-Auto,2500,Petrol,145,31.4,2
4128, A4,2020,44000,Automatic,4500,Diesel,145,39.2,3
4129, A6,2019,35000,Semi-Auto,5000,Diesel,145,47.9,2
4130, Q5,2020,36500,Semi-Auto,5000,Diesel,145,38.2,2
4131, Q3,2013,8900,Manual,90020,Diesel,160,49.6,2
4132, A1,2015,11210,Manual,27760,Petrol,30,55.4,1.4
4133, A1,2015,11210,Manual,36370,Petrol,30,55.4,1.4
4134, A4,2019,32000,Automatic,4500,Diesel,145,44.1,2
4135, A3,2019,17500,Automatic,10000,Diesel,145,54.3,1.6
4136, A1,2016,14450,Manual,22600,Petrol,30,55.4,1.4
4137, A3,2017,18500,Manual,42105,Petrol,145,54.3,1.5
4138, RS3,2019,39000,Automatic,10250,Petrol,145,30.1,2.5
4139, Q2,2019,25750,Automatic,2000,Diesel,145,47.9,2
4140, A3,2019,30500,Semi-Auto,4723,Petrol,145,34.9,2
4141, Q2,2019,22500,Manual,4500,Petrol,145,47.1,1
4142, Q3,2013,8750,Manual,67727,Diesel,145,54.3,2
4143, A4,2016,14750,Semi-Auto,55068,Diesel,30,65.7,2
4144, RS3,2018,36996,Semi-Auto,15400,Petrol,150,34,2.5
4145, Q5,2016,19495,Semi-Auto,53050,Diesel,200,47.1,2
4146, A4,2016,12495,Manual,20332,Petrol,125,53.3,1.4
4147, A6,2016,15495,Manual,56421,Diesel,30,61.4,2
4148, A1,2015,11999,Manual,29704,Diesel,0,80.7,1.6
4149, A5,2017,21995,Semi-Auto,66483,Petrol,145,38.2,3
4150, A6,2016,14995,Semi-Auto,70000,Diesel,125,57.6,2
4151, Q3,2017,16780,Manual,22300,Petrol,125,51.4,1.4
4152, A1,2016,11990,Manual,31500,Petrol,0,67.3,1
4153, A3,2016,17990,Semi-Auto,48200,Petrol,30,56.5,1.4
4154, A1,2016,13990,Automatic,34748,Petrol,30,56.5,1.4
4155, A1,2016,11496,Manual,44898,Petrol,30,56.5,1.4
4156, A6,2017,22500,Semi-Auto,16442,Diesel,150,56.5,2
4157, Q5,2018,32975,Semi-Auto,8082,Petrol,145,40.4,2
4158, Q7,2019,46000,Semi-Auto,10816,Diesel,145,32.8,3
4159, Q7,2017,47000,Semi-Auto,49106,Diesel,145,39.2,4
4160, A3,2017,17000,Manual,29994,Diesel,145,65.7,2
4161, TT,2019,47000,Semi-Auto,9756,Petrol,145,30.7,2.5
4162, Q2,2019,23000,Manual,7370,Petrol,150,43.5,1.5
4163, Q3,2016,21000,Semi-Auto,21500,Diesel,145,54.3,2
4164, Q3,2017,22490,Semi-Auto,19850,Petrol,145,47.9,1.4
4165, A1,2017,14750,Manual,24500,Petrol,145,55.4,1.4
4166, Q5,2017,39990,Semi-Auto,24550,Petrol,145,34,3
4167, A3,2017,20250,Semi-Auto,31150,Petrol,145,56.5,1.5
4168, A5,2018,21990,Manual,12000,Diesel,145,68.9,2
4169, Q3,2019,24990,Manual,6000,Petrol,145,42.2,1.5
4170, Q3,2019,24990,Manual,6000,Petrol,145,40.9,1.5
4171, Q5,2019,33490,Automatic,6000,Diesel,145,38.2,2
4172, A4,2017,17500,Manual,23000,Diesel,145,70.6,2
4173, A4,2019,28000,Automatic,7500,Petrol,145,38.2,2
4174, A1,2019,22000,Semi-Auto,2100,Petrol,145,40.4,2
4175, A6,2016,19000,Manual,42633,Diesel,125,58.9,2
4176, A3,2015,16750,Semi-Auto,29000,Petrol,30,58.9,1.4
4177, Q3,2017,19000,Manual,34467,Petrol,145,49.6,1.4
4178, A6,2016,24000,Semi-Auto,35260,Diesel,160,50.4,3
4179, A1,2016,16000,Semi-Auto,25470,Petrol,30,70.6,1.4
4180, R8,2019,137500,Semi-Auto,10,Petrol,150,21.4,5.2
4181, A4,2017,17000,Manual,35664,Diesel,20,70.6,2
4182, Q3,2018,22500,Manual,9750,Petrol,145,49.6,1.4
4183, A4,2017,20000,Semi-Auto,18756,Diesel,145,70.6,2
4184, Q2,2019,23000,Automatic,5000,Diesel,145,47.9,1.6
4185, A3,2019,18000,Manual,5000,Diesel,145,49.6,1.6
4186, Q3,2020,36850,Semi-Auto,4500,Diesel,145,47.1,2
4187, A1,2013,11350,Semi-Auto,19500,Petrol,125,53.3,1.4
4188, A1,2017,12500,Manual,20865,Petrol,0,67.3,1
4189, Q5,2020,41000,Semi-Auto,3500,Petrol,145,32.1,2
4190, A3,2019,27000,Automatic,4500,Diesel,145,52.3,1.6
4191, A1,2016,17000,Semi-Auto,7000,Petrol,30,70.6,1.4
4192, A3,2019,21500,Manual,9000,Diesel,145,51.4,1.6
4193, A4,2016,19000,Automatic,25900,Diesel,30,64.2,3
4194, A4,2017,17000,Semi-Auto,40786,Diesel,20,72.4,2
4195, A1,2015,10000,Manual,40365,Diesel,0,80.7,1.6
4196, A1,2015,12500,Manual,42498,Petrol,30,55.4,1.4
4197, RS3,2016,29350,Semi-Auto,26930,Petrol,300,34.9,2.5
4198, A6,2019,30000,Automatic,7524,Diesel,145,50.4,2
4199, A5,2017,21750,Automatic,20175,Diesel,145,60.1,3
4200, A3,2019,19750,Manual,4270,Petrol,145,47.1,1
4201, A4,2019,27000,Automatic,9000,Diesel,145,47.9,2
4202, Q3,2019,28000,Manual,7500,Diesel,145,42.8,2
4203, A6,2019,30000,Automatic,5000,Diesel,145,50.4,2
4204, A1,2019,21000,Semi-Auto,5000,Petrol,145,40.9,2
4205, A6,2019,30000,Automatic,5000,Diesel,145,47.9,2
4206, A4,2019,31000,Automatic,5000,Diesel,145,45.6,2
4207, A5,2019,28750,Automatic,5000,Petrol,145,40.4,2
4208, Q5,2019,32000,Automatic,6500,Diesel,145,39.2,2
4209, A4,2019,32750,Semi-Auto,2000,Diesel,145,49.6,2
4210, A4,2019,37850,Automatic,3584,Petrol,145,35.3,2
4211, A8,2019,52850,Automatic,178,Diesel,145,39.2,3
4212, A6,2019,49850,Automatic,8372,Diesel,145,35.8,3
4213, A1,2014,10398,Manual,24856,Petrol,125,52.3,1.4
4214, A1,2017,11500,Manual,39125,Petrol,150,67.3,1
4215, A5,2019,27000,Manual,8200,Petrol,145,47.1,2
4216, Q2,2019,23000,Automatic,10000,Petrol,145,40.9,1.5
4217, A5,2016,18500,Semi-Auto,57000,Petrol,30,53.3,2
4218, Q2,2019,32000,Semi-Auto,3000,Petrol,145,33.2,2
4219, Q5,2020,49000,Automatic,3500,Diesel,145,34.5,3
4220, A1,2020,21000,Manual,4500,Petrol,145,47.9,1
4221, A1,2020,21000,Manual,4500,Petrol,145,47.9,1
4222, Q3,2017,18750,Semi-Auto,23950,Diesel,145,56.5,2
4223, A7,2017,37500,Semi-Auto,25000,Petrol,145,29.7,4
4224, A3,2019,18500,Automatic,11000,Diesel,145,54.3,1.6
4225, A6,2019,30850,Automatic,4553,Diesel,145,47.9,2
4226, A5,2019,26850,Automatic,1012,Petrol,145,40.4,2
4227, A5,2019,28450,Semi-Auto,12929,Diesel,145,50.4,2
4228, A7,2017,23450,Semi-Auto,37000,Diesel,145,62.8,3
4229, Q2,2019,20850,Manual,84,Diesel,145,49.6,1.6
4230, A5,2019,27850,Manual,2475,Petrol,145,37.7,2
4231, A3,2019,19850,Manual,2975,Diesel,145,52.3,1.6
4232, Q5,2018,24850,Semi-Auto,29734,Diesel,145,56.5,2
4233, Q5,2016,20850,Automatic,40112,Diesel,200,47.1,2
4234, Q5,2019,33850,Semi-Auto,8297,Diesel,145,38.2,2
4235, A1,2014,8900,Manual,35768,Petrol,125,52.3,1.4
4236, A1,2016,13500,Manual,21263,Diesel,0,80.7,1.6
4237, Q3,2017,20500,Semi-Auto,18728,Diesel,150,50.4,2
4238, A1,2017,12600,Manual,12568,Petrol,150,67.3,1
4239, A6,2015,27950,Semi-Auto,42500,Petrol,325,30.1,4
4240, Q7,2017,53950,Semi-Auto,19500,Diesel,145,39.2,4
4241, A4,2017,29950,Automatic,21000,Petrol,145,37.7,3
4242, A6,2015,15495,Manual,51234,Diesel,30,62.8,2
4243, A4,2017,17250,Manual,32765,Petrol,145,50.4,1.4
4244, TT,2016,18000,Manual,22450,Petrol,160,46.3,1.8
4245, A6,2018,22500,Semi-Auto,18200,Diesel,145,61.4,2
4246, A6,2018,24000,Semi-Auto,18300,Diesel,145,61.4,2
4247, A3,2017,18950,Manual,14644,Petrol,145,54.3,1.5
4248, Q3,2019,31000,Manual,4500,Diesel,145,40.9,2
4249, A4,2017,20900,Manual,15800,Petrol,145,48.7,1.4
4250, A3,2019,20250,Automatic,6075,Diesel,145,52.3,1.6
4251, Q2,2018,21850,Manual,10313,Petrol,145,50.4,1.4
4252, A7,2019,35850,Automatic,984,Diesel,145,38.2,3
4253, A4,2019,31850,Semi-Auto,5345,Diesel,145,44.1,2
4254, A3,2019,25450,Semi-Auto,3946,Diesel,145,51.4,2
4255, TT,2019,26850,Semi-Auto,4389,Petrol,145,38.7,2
4256, Q5,2019,47850,Semi-Auto,2666,Diesel,145,34.5,3
4257, A3,2018,22995,Semi-Auto,15200,Petrol,145,56.5,1.5
4258, A4,2017,25000,Semi-Auto,26846,Diesel,150,56.5,2
4259, A1,2019,17995,Manual,7150,Petrol,150,49.6,1
4260, TT,2015,17650,Manual,13874,Petrol,160,45.6,2
4261, A4,2016,11500,Manual,68215,Petrol,125,53.3,1.4
4262, A3,2015,17990,Automatic,14000,Hybrid,0,188.3,1.4
4263, Q2,2018,15900,Manual,35967,Petrol,145,55.4,1
4264, A3,2017,11930,Manual,31780,Petrol,145,62.8,1
4265, Q2,2018,15710,Manual,30440,Diesel,145,64.2,1.6
4266, A6,2017,15490,Manual,34010,Diesel,145,65.7,2
4267, A3,2016,13000,Manual,18617,Petrol,20,60.1,1
4268, A3,2015,10920,Manual,34500,Diesel,0,83.1,1.6
4269, Q3,2016,20495,Semi-Auto,27200,Diesel,160,50.4,2
4270, Q2,2019,23995,Semi-Auto,3860,Diesel,145,47.9,2
4271, A5,2019,25295,Semi-Auto,3245,Diesel,145,49.6,2
4272, A3,2019,23995,Semi-Auto,3780,Diesel,145,51.4,2
4273, Q2,2017,23500,Semi-Auto,40283,Diesel,145,58.9,2
4274, Q5,2016,19800,Semi-Auto,55224,Diesel,200,47.1,2
4275, Q2,2019,22995,Manual,5950,Diesel,145,47.9,1.6
4276, Q2,2017,19000,Semi-Auto,25617,Petrol,150,54.3,1.4
4277, Q5,2020,36000,Semi-Auto,4500,Diesel,145,38.2,2
4278, A1,2020,21000,Manual,3500,Petrol,145,49.6,1
4279, Q2,2019,24500,Semi-Auto,7901,Petrol,150,40.9,1.5
4280, A6,2016,24200,Semi-Auto,40811,Diesel,165,50.4,3
4281, Q5,2019,32500,Semi-Auto,5204,Diesel,150,55.4,2
4282, A3,2015,11995,Manual,52516,Diesel,20,68.9,2
4283, A1,2018,17995,Semi-Auto,15122,Petrol,150,55.4,1.4
4284, A3,2016,17495,Manual,19950,Petrol,30,57.6,1.4
4285, A4,2014,11995,Semi-Auto,51120,Diesel,125,58.9,2
4286, A5,2014,12020,Manual,23550,Petrol,145,49.6,1.8
4287, A4,2020,28995,Semi-Auto,3920,Petrol,145,42.2,2
4288, Q2,2019,28800,Automatic,4360,Petrol,145,33.2,2
4289, A4,2018,20995,Semi-Auto,41200,Diesel,145,65.7,2
4290, A3,2019,30995,Semi-Auto,4990,Petrol,145,34.5,2
4291, Q3,2019,26495,Manual,6470,Petrol,145,39.8,1.5
4292, Q7,2017,55900,Semi-Auto,14640,Diesel,145,39.2,4
4293, A1,2014,10995,Manual,51808,Diesel,0,74.3,1.6
4294, Q3,2019,27200,Manual,4423,Diesel,150,40.9,2
4295, A1,2016,11230,Manual,19479,Petrol,30,57.6,1.4
